,B10_Spco,D28_Bogr,B13_Spco,C19_Spco,D30_Spco,C21_Bogr,B10_Bogr,B9_Spco,C22_Spco,B14_Spco,C17_Bogr,A7_Bogr,F43_Bogr,A8_Bogr,C18_Spco,C22_Bogr,F41_Bogr,A7_Spco,D28_Spco,F41_Spco,A8_Spco,B11_Spco,D25_Spco,D31_Bogr,C20_Spco,B12_Spco,A1_Spco,B12_Bogr,A4_Spco,B16_Spco,B16_Bogr,A1_Bogr,D26_Spco,A3_Bogr,A5_Bogr,A5_Spco,F44_Bogr,D32_Bogr,F42_Spco,C17_Spco,A2_Bogr,C24_Bogr,A4_Bogr,B9_Bogr,F43_Spco,C23_Bogr,D31_Spco,C21_Spco,D25_Bogr,A3_Spco,B15_Spco,B11_Bogr,B13_Bogr,C20_Bogr,D27_Bogr,A2_Spco,A6_Spco
C40,2436.37401,74189.44656,1531.007258,2162.690526,1498.998159,61461.3356,72268.33879,1109.345317,1758.405175,1377.386467,158121.4265,146102.1959,248668.8318,23415.46295,2244.524016,230418.55,87470.02829,1416.530926,1138.272133,2385.227696,1908.524274,2452.407452,1244.050596,24322.64426,2016.813922,1464.417165,2240.680359,74571.58588,1856.283861,1235.758522,90136.1379,92293.8608,1409.539381,59131.1916,117055.393,1646.469584,20123.21811,101096.3795,2590.533902,1472.346076,62090.21236,59089.57978,158489.8627,99067.70888,1323.315608,132079.2712,2573.220201,717.5264995,55741.54713,1087.35028,2157.719078,129944.3292,59013.81526,26434.37125,84978.22867,1839.322387,1494.388295
C41,9944.790363,238092.2793,8663.095858,7420.761209,11152.47863,105528.5223,592004.4673,6995.293242,12828.71849,10887.62388,386489.6667,352224.8301,355994.9452,455643.3115,106049.787,345795.8914,425278.6893,14479.61256,6697.905827,11432.75938,4543.90718,8922.313331,13225.64194,20328.57072,73303.22457,11079.14276,29924.07462,574361.5702,10140.89209,6660.299204,577197.3161,24982.8893,9743.190973,32232.49488,243470.0845,14276.07444,12123.48311,524267.9819,163750.9217,7040.185608,526408.0897,660603.909,410827.9033,62908.98955,5831.928836,268250.4675,89161.23327,9754.530312,139707.715,6098.450896,11685.52686,498790.4145,263935.2459,18750.6913,557711.8792,64031.87374,11000.13267
C42,2504.739384,3461.223096,2361.918222,2363.84851,3183.423614,3920.064035,1082.991133,2125.406438,2835.636221,2135.13602,1447.188761,1608.31117,6470.772141,853.1719306,1278.085259,2188.082444,6511.06669,1801.424607,2155.28032,2196.226341,2147.198193,1965.764525,2808.596482,4417.628393,1433.829466,2291.040628,1912.498552,1710.378976,2239.829926,2078.279029,2465.866264,3956.178814,2541.274409,3226.989592,1128.144508,2350.207438,6010.249517,1164.507952,1033.839123,2601.231909,2007.952766,3681.110213,1389.620954,3144.392251,2296.60956,5747.660743,1288.51987,4912.460597,10450.0873,6383.19929,2858.17784,1727.03728,2132.619058,3298.402491,2519.061474,2385.643746,2489.239817
C43,266290.8586,66850.04974,220236.7959,496886.9277,357579.8619,542886.124,13513.13178,133287.3321,226068.316,333551.1332,55965.41779,25981.87081,89983.5778,31803.58525,10564.7206,45371.33814,275063.7217,303396.9421,110269.2659,265155.0235,276718.2067,303115.0993,519952.3779,712472.7312,50997.84858,273330.4214,70914.16062,69101.10765,120346.1527,209182.5909,38530.86278,315600.0138,220301.8199,439904.9209,14372.89744,272247.4592,237274.7321,64742.17214,15565.60079,193369.607,92377.24891,163499.0414,18789.77346,353722.9007,214402.1344,273047.5829,34645.40991,238730.3656,629657.4042,131608.6027,486126.6571,49406.39448,67546.21568,242313.6858,21894.83019,19011.72313,277350.6115
C44,42854.34226,4450.305827,38676.70759,46595.39914,60832.69077,35024.53172,1390.779402,64815.59399,38913.18171,46285.65438,1496.804518,1378.447803,2519.807127,2912.42261,4786.012801,1533.537977,8312.998032,35461.37506,12152.85868,27550.01222,44850.16347,38249.97178,61155.78255,59191.258,12985.51423,75250.68756,28944.24121,1707.289221,19923.95363,58585.46582,1468.044377,23423.65231,30877.93372,14715.67793,959.9399233,12912.06646,4619.93903,1126.084868,963.1778587,31084.84565,2997.263746,715.1818866,955.9936204,27378.76119,49767.59142,4196.880923,5776.873317,39407.61308,16558.97674,5921.886655,38988.4491,1504.451233,1299.348104,5136.989656,1383.818228,3144.884203,45440.05591
C45,3878.308494,218.3677189,10401.18856,8455.208184,3515.270303,40020.79295,257.7802775,17376.8169,6479.997186,20928.17747,542.19918,233.0435057,238.0457557,128.2158142,166.2281952,203.6583977,484.8086118,11626.28282,2940.385615,5853.105918,12049.74827,7819.122649,9192.99637,35048.46597,198.3267672,13394.21892,6072.879638,231.2123386,5797.481425,7195.194965,182.3947089,12377.70528,6555.601323,21290.5835,853.9753435,8364.364057,10219.304,304.7274628,76.74192594,8809.917482,173.4340765,661.0344927,237.9125057,12884.06845,12771.25325,1561.801622,325.996023,7065.440421,1597.690977,3368.688115,6644.446557,563.2243322,245.4075203,12542.31757,322.4947618,341.3701315,6795.440106
C46,2003.608347,734.0576701,13287.87357,6066.161359,3419.535069,394.828532,1394.64655,4841.634516,5374.831049,2389.907362,878.8261618,856.3346896,1927.649668,494.8547918,9246.953582,474.4621341,302.8847622,17479.92997,2421.577279,8361.547123,7587.644451,13338.18374,5445.953375,225.7586224,9692.594423,13862.30242,5946.798284,292.5561326,7819.809978,2048.390966,414.4687554,300.5151859,4997.78387,433.1119082,1966.177328,8537.579038,310.498867,830.7193729,10937.75249,4128.632189,494.774641,1742.742377,1493.779716,334.1368738,1610.959287,660.0150071,6302.507331,263.2675044,441.9670044,1116.625211,2078.484261,875.8663762,304.1690066,436.1505477,265.768101,6019.033399,763.5675915
C47,37676.95205,22647.80767,29608.87233,68449.36884,54936.07671,5641.256385,29755.37077,18430.10146,51955.14207,27969.55919,7059.723187,6408.689583,36603.39219,48411.92882,27444.72714,54529.88501,6415.140071,30175.67972,63920.4362,65475.74569,31075.75535,72095.44703,33132.05618,13320.8656,37375.5642,37762.33974,29441.95827,5458.092808,65932.79042,25828.7996,13839.70498,3946.819154,61773.76944,5312.924978,5852.813756,10871.33747,2075.212123,5142.644836,34162.90126,124509.3412,8503.251359,9129.12293,21311.06313,34867.32408,47521.65072,4134.228009,21540.16649,86388.34106,9345.585814,22818.12475,102598.5655,38213.61837,24306.25485,3947.087362,6578.149955,32262.49607,26587.10815
C48,388294.8483,129853.2526,703387.8146,452590.2237,1248014.096,727487.3613,28291.23143,297874.9399,428591.7027,451827.859,103944.6923,66417.30369,33118.27566,77216.51389,123258.2734,37791.41672,88519.15155,600542.3354,127370.2608,831184.8752,373451.3727,844221.7102,943958.0994,637231.0694,142219.5839,565551.2281,217419.1619,57002.76597,174255.6538,243008.5467,46420.32752,238176.0665,370331.4353,424703.9368,39021.04597,312469.0328,102801.7783,44655.86204,88820.07482,320148.4164,166971.3793,58378.80806,12160.44418,324606.5665,611030.8834,361454.9505,359322.7102,333950.973,365299.0227,447999.1136,696986.1049,59438.31656,107000.6622,228326.2749,22247.58042,22631.0646,295553.6911
C49,302515.9106,137277.1534,283352.534,305524.0502,480904.109,604809.2707,48291.88959,274711.7953,380127.667,354911.7304,85437.10232,65178.93307,167289.255,79049.13725,42205.60551,94031.07382,546947.5589,307380.7507,252142.8233,392062.7408,335597.1405,282277.0286,464622.481,977817.1925,185380.6433,383095.375,248881.1417,167210.477,298758.5952,323223.8201,120380.7992,447889.337,393077.8792,523166.1302,49849.03605,314434.8648,725075.1901,111622.4838,71454.47098,349655.4956,182355.4592,270881.544,33503.72545,586505.82,308177.3546,394074.1168,147874.3525,327301.7757,603331.84,304946.2681,261719.9406,83969.85845,148916.101,269575.1782,60037.16379,101614.4687,325568.0979
C50,80373.437,196483.3178,113488.4949,123438.5646,268100.7609,390055.1933,30112.1786,69105.29108,67080.70256,115163.2955,152469.7295,118111.1013,33704.26876,59704.68544,44691.04578,45819.6674,57911.08915,174529.474,36920.95772,92972.37975,96451.36204,263041.9426,230521.9613,276981.6675,33677.54029,95675.5109,49553.11193,85106.25413,42937.16086,57744.88305,96711.96358,152553.9224,57170.71228,219893.4262,71808.72909,132874.973,62173.52761,69414.76843,27774.32968,41157.0475,222347.2371,54268.76836,13392.32472,127067.9278,133627.2938,160365.3583,95357.59736,80356.40043,226024.0184,85865.07103,260378.148,68737.76236,120782.5117,122732.3978,12983.73661,15960.71326,46049.08012
C51,27036.43133,14888.98531,13061.9728,18822.42612,15789.639,19365.65662,4571.029294,10944.41136,28757.4717,23645.24898,5963.263499,14134.62443,23484.73942,20671.23825,21010.79776,15551.72041,14660.57583,17879.22914,28206.37301,21555.98425,19209.04075,9527.443097,20591.4202,12106.14911,27825.98446,23757.95901,26705.12101,11149.65713,24618.78739,16906.64432,11711.43202,15833.62013,17021.58974,29105.99778,35231.83414,24756.99954,26879.79178,10746.97739,42746.4866,20936.47567,9543.199867,5504.062119,17886.37631,20288.5535,16134.15509,8701.007101,24188.13379,16492.04109,2886.1431,34804.53416,18538.75107,10181.4921,13314.09758,25187.8011,10684.42624,29300.12334,17162.60609
C52,97744.27253,31781.51102,43848.48082,214546.7889,11405.01207,32294.15365,15599.96478,46545.24634,63854.25974,33580.43867,27626.88209,25745.24139,24142.71198,29602.03429,70325.02733,19585.4251,23116.11654,145862.228,101227.5456,52216.88217,30043.09688,306904.2768,44183.93554,24247.84062,112185.9654,18195.32791,107543.5556,23514.25786,40492.08482,99419.62892,67687.87223,38649.41433,57290.84785,44854.0348,13324.32522,176139.5769,28460.16496,19966.68082,60782.47237,35768.14031,36161.06519,30892.47598,6007.917363,24556.34759,50258.23637,31698.68087,77274.15914,39159.13916,59808.24498,15808.72214,141502.3277,12601.1386,31186.41811,45671.32419,9111.011515,172307.5424,47017.03963
C53,3792.689897,102381.1679,1629.11232,1960.754357,1459.500519,1071.039593,471001.562,6617.142208,1008.732878,1405.172791,195895.8747,275843.1202,99285.02114,144047.9432,340413.8192,137027.6388,64830.00769,2495.231406,2674.898898,1221.369955,1639.886045,3577.44095,1146.57005,898.1252804,185449.6215,3004.026439,7482.997763,449467.3015,3192.87681,3402.414735,276539.0438,1822.003566,1363.975023,990.1939924,165534.5203,3089.248131,1850.39942,517339.7922,252323.9896,2030.68787,204898.1465,465353.7393,230624.8994,1950.503125,967.9037806,112635.8102,251981.6354,4140.03008,24165.50153,1835.765983,2430.694465,325533.4185,119698.6567,2989.152561,497309.7415,144876.4562,11294.50258
C54,841383.531,302641.9614,378005.6106,1020063.375,109586.3424,297907.638,186103.5518,637587.1411,871880.8884,318131.3168,246182.5527,336153.2537,392271.5956,488920.7992,901416.1607,194756.8732,482186.5972,1341547.327,1392049.742,630028.051,303114.4734,1509228.291,270785.5698,188107.4014,1284777.045,274509.2872,1698399.207,189450.7179,720740.3888,941035.2795,555985.7713,403440.5206,984360.4624,403633.0178,161756.9217,1515339.099,363877.2925,207058.3316,885178.7007,425408.9357,320451.3759,249633.1808,54214.10527,381135.9652,481607.1308,345471.0222,969198.709,338231.2577,408336.2114,205364.7084,630948.8846,77836.6103,399264.1512,472884.3722,81705.52718,1955536.364,623366.3957
C55,4062.086575,5393.582522,1974.810497,2465.880254,2358.448745,2332.814973,7758.124493,3164.748006,2440.295095,1915.856426,6410.703676,6083.428643,4284.469116,6765.524523,4865.346471,4741.55545,5107.281025,3194.10977,2651.115319,1776.330087,1664.690583,3864.751621,1571.712398,1720.285606,4677.01593,2026.860721,3724.493465,10033.27725,2292.821934,3605.420561,8162.322093,2207.161956,2374.558034,2407.216287,3857.463098,4369.992251,2306.853124,7794.335564,6034.647458,2515.414888,5785.065171,9209.995566,3636.624852,2513.000084,1908.032718,4425.721147,5756.974893,4828.872049,3205.34278,2368.38332,2984.69483,5606.069379,5973.513434,3196.269063,7293.338908,9538.48081,4416.151187
C56,211363.6212,675480.9441,110685.0304,72277.00046,100659.7872,81929.79898,142871.0322,100041.2843,76951.58472,71819.85149,197953.8416,195869.0428,127549.9279,163075.4805,123885.5632,150805.3874,208419.1478,125522.8357,139893.0707,349466.152,94893.28506,105624.0296,262236.0891,88329.99144,18767.32397,134278.0968,256661.568,101588.3363,99251.60535,109175.1635,189371.2847,111340.6414,121174.0354,320899.5164,77196.23576,139713.5639,41566.95756,124837.2132,128905.3372,290257.7485,185685.3059,647676.8307,56861.4333,106295.2556,38042.39046,238292.279,172363.6933,55169.49959,423710.8678,154163.9335,127390.8508,90090.043,82214.06963,34882.11922,144053.5163,379975.0781,55850.6526
C57,3189.184053,1188.839244,12247.43681,6604.238581,12239.36767,40518.83447,1974.480914,10064.85577,9770.229285,13372.29316,2656.760427,3592.680789,513.2050694,1915.505238,5675.967066,3403.381023,21228.09069,18219.5292,3995.204173,8551.849136,12502.89998,16053.19554,16739.76128,47231.58148,3519.878185,11695.17769,7944.278696,3205.973376,7270.370511,10279.01259,989.6162711,21497.23842,10985.97437,13294.30448,1659.900542,12964.08605,8502.438509,3221.622188,1997.125121,10836.61407,4242.955771,11911.94544,1268.711007,9250.620021,5146.822854,12273.89264,2477.529521,8824.850623,29526.2745,13175.16438,10201.4348,4312.854801,4415.128937,22504.71374,1558.524323,882.4978924,9516.666962
C58,70924.52688,15996.08736,76063.32299,122898.492,69504.26338,194921.1352,4017.689067,82051.38566,79893.96791,136013.6118,15617.29939,8595.75237,18343.08391,4538.786166,3255.285568,10664.15075,87410.04739,95221.87673,41037.95346,69230.75058,123925.7367,68369.31678,161920.6399,252404.5314,8158.688608,111348.044,38635.91552,21192.69978,55290.60129,88629.42823,21611.58452,143793.7336,55992.06815,117874.2054,5136.983898,113946.1378,134391.2157,12390.31356,4544.653165,85884.43507,21704.76916,44455.54889,4867.904736,91521.30235,109952.4788,46564.70707,7289.345725,131081.1949,307388.2229,69951.14856,103605.0735,9108.589228,7352.9867,151574.0891,5296.492917,8584.222445,79671.27912
C59,572.4557832,171.941488,2920.803645,1663.989982,710.2260727,4943.950005,137.5297947,7108.982271,1509.962549,2628.7036,119.7736221,123.290051,120.5658348,106.8118763,77.62030084,158.2266365,127.321408,1769.418943,303.071395,824.261234,4663.915501,1769.303246,2291.371325,1998.016249,65.8362877,3294.472049,911.2330058,115.7305743,982.3266763,2721.033166,99.74403672,1023.434498,1784.689285,1919.818423,223.065808,972.7738889,552.586945,109.202254,84.87552724,1165.485787,94.97208804,99.87445197,189.2078759,886.9058994,3287.266022,140.9351111,76.25844049,711.9140216,176.6564295,420.0373218,665.7705007,102.4755557,101.2139421,973.2040262,95.50529275,88.65189853,1150.572538
C60,6774.011379,24379.28807,1289.276713,949.1263389,2936.595128,22185.14574,73179.55298,1897.90664,1338.291014,1851.574433,57745.347,53043.50288,70903.15895,57300.79784,1399.748206,127884.5678,38247.99328,2373.590202,2771.988527,1567.871498,1466.046676,2756.309141,1610.317188,55641.69463,1548.666948,1466.153536,1276.223174,36484.30811,1533.929657,1887.770403,30123.70734,23818.36226,1981.611536,32612.28168,23849.75071,2032.670391,19791.62464,26409.51201,1867.671297,1698.034265,34375.8726,24598.59962,56300.77233,32511.28167,839.5802188,26175.16603,3820.453556,4514.804149,33145.04144,1877.402504,1397.965423,29949.58043,57848.127,109192.0104,30589.47035,1415.416983,1950.078444
C61,5111.573636,36735.49762,1880.562556,3341.851855,2144.609407,2281.155039,49294.76959,3066.609878,3065.896445,2015.242404,48036.48607,48699.58522,27697.49697,48581.93658,25864.8856,34177.86019,33969.67729,4032.605607,4269.664071,2482.802126,1704.130186,4077.227684,1599.369792,1749.783699,17576.24298,1931.085426,5479.425964,46982.14101,2764.23649,3454.229966,46911.74644,2376.681179,3094.155262,1833.267403,29449.7259,4482.745109,1954.569509,44931.49768,31363.67236,2225.173783,48254.63281,47664.24169,30475.94803,2503.009227,2034.373195,34553.50664,25274.65052,4718.03,14292.05912,1939.262519,2983.315289,40434.69294,33082.75564,2769.459234,39389.3956,19347.15371,4205.890527
C62,17757.00381,3097.252101,42713.67001,14958.61697,21499.16163,5244.361928,2965.413188,5399.831292,15482.54307,5239.943953,1831.587969,1500.307999,4616.941335,14664.80281,94451.16913,2875.652448,3295.317727,49457.5958,6955.332065,29267.77597,2796.965485,85181.12313,14514.1191,2013.204642,143368.2587,7981.646715,26351.50673,3480.907319,5638.881555,5141.96517,3532.286433,3050.401293,10675.87899,3301.01542,1170.69033,63352.80217,1043.098992,3208.221619,111194.9599,8618.094362,4732.519894,13002.79917,1761.780278,3544.289365,8252.266266,6075.302889,152334.8696,5232.413714,4377.283575,11126.51742,35186.33274,3652.153012,4502.214068,2637.787244,2456.429195,25549.73275,10894.40674
C63,2444.036648,132112.0855,1455.536782,1521.319214,1607.694474,2209.140717,169430.8815,1681.070127,1681.074966,1801.490657,124076.1242,170592.1673,43651.1373,90912.89019,41295.83394,78786.31923,55449.6471,5355.599728,2092.065744,1814.367166,1181.082429,4062.927121,1072.395958,1219.701358,25188.9392,1440.259643,4932.99767,170358.9628,2309.29492,1809.155928,146149.1595,5224.658725,1505.823076,2246.802951,123874.741,10396.10543,2640.855991,208113.9541,45761.76764,1621.619939,152444.5499,191291.9969,71728.4828,2420.713039,1307.808261,121382.9592,37137.26409,3496.344947,46446.4081,2411.519876,3250.457859,147072.0199,114906.6912,5979.657497,106587.4727,38643.37356,2192.27466
C64,710236.5174,3927.189424,629420.3629,783241.4001,907428.5891,1250342.772,10115.44669,811325.6428,747057.8226,935284.7872,13515.49372,68467.93976,83800.35312,162694.1988,7839.094087,34331.71562,957928.5655,747567.0953,439139.307,777377.9731,1002850.356,726810.2213,895766.122,937293.8329,406487.4967,897987.9672,751678.9542,5425.49169,530154.0788,712278.303,4570.757058,727402.9682,634444.014,587504.9005,3307.696658,721974.5748,72137.67955,1429.832315,63481.60519,773876.1005,42739.55609,985.2326159,9081.037305,922671.6479,716386.6398,303774.8012,85798.71173,793867.7528,579881.313,527861.4542,687512.7689,3109.147063,5775.168709,318809.0664,6441.652112,52743.84533,823013.2855
C65,889.7076797,3728.862868,906.855169,645.8545921,785.4069929,1527.76567,2712.908249,596.5499167,1249.734436,383.8298096,4429.541634,3943.887227,2923.019535,3196.75858,1301.898184,1002.531275,2196.803862,242.7813992,400.806155,770.0395516,696.7843929,236.3895661,415.1531677,924.3922079,990.1010656,904.9742213,465.4280469,2813.435664,422.8566599,222.8687993,4012.805777,631.7939089,330.2689561,1565.189734,1264.0315,509.6761055,932.9542268,2980.42965,1001.77861,584.9765304,2590.130527,3055.928389,1441.649813,1726.16292,285.3636883,3416.848027,926.9357666,578.2673895,3453.427272,474.6603868,680.4185668,2644.949576,1199.529198,806.7245793,2560.464506,1178.062809,919.55978
C66,3434.902777,3334.652756,1518.491507,1815.223402,2013.644871,1161.583116,6165.439843,2532.715266,1779.014687,1588.816973,4736.762504,4428.947694,2602.656472,3902.605728,4131.099943,3569.233011,3095.024594,1840.567038,1716.696024,1264.031878,1297.52389,2224.236764,1153.707831,1343.459309,3249.146198,1934.289566,2485.233197,9370.224979,1769.087529,3002.767602,6393.9849,1471.07663,1610.264563,1388.662101,3885.069712,2761.503022,1131.30949,5887.448836,4534.875432,1960.453391,4967.866435,6123.032622,3015.444227,1512.028131,1278.393785,2721.16136,4397.590677,4005.029859,2121.954073,1102.464387,2019.013436,4658.953781,3555.349883,2038.339381,5627.057676,7733.9212,3764.347506
